,funded_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,rFunAmt_AI,rTotPay_AI,rRevBal_AI,rAPay_AI,pdi,pdi_LSFT,gdp,gdp_LSFT,3yr_rate,3yr_LSFT,cc_rate,unemp,unemp_LSFT,spread,loan_status,trueloan_status,predloan_status
28,8875,36,18.49,323.04,8.0,MORTGAGE,26000.0,Not Verified,debt_consolidation,0.219295384615,0.0,1.0,4.0,1.0,6183,40.1,0.341346153846,0.447286153846,0.237807692308,0.149095384615,35606.41333,70.89561346,44806.15449,-41.7873144,0.0036,-4.34e-05,0.1188,0.103,-0.001730769,1.5575,Default,0,0
29,4200,36,18.55,153.01,5.0,OWN,36800.0,Source Verified,moving,0.253694565217,0.0,2.0,12.0,0.0,4331,96.2,0.114130434783,0.149683695652,0.117690217391,0.0498945652174,41506.5675,188.9064286,55525.39279,149.2812176,0.0039,-0.000159341,0.120233333,0.106,-0.001423077,1.5245,Default,0,0
30,8250,36,6.62,253.31,0.5,RENT,80000.0,Source Verified,major_purchase,0.2593965,0.0,2.0,8.0,0.0,142,1.8,0.103125,0.1139895,0.001775,0.0379965,41697.05,190.4825,55649.49474,159.3708112,0.0033,-9.78e-05,0.119866667,0.109,-0.00121978,1.4605,Default,0,1
31,35000,36,10.65,1140.07,7.0,RENT,230000.0,Verified,wedding,0.108181913043,0.0,2.0,7.0,0.0,15358,20.9,0.152173913043,0.17844573913,0.0667739130435,0.0594819130435,44910.835,132.2220833,64246.04793,126.9049702,0.0036,-0.000841758,0.123466667,0.092,7.69e-05,1.7975,Default,0,0
32,7000,36,17.27,250.52,5.0,RENT,25500.0,Not Verified,credit_card,0.374791764706,0.0,1.0,4.0,0.0,17440,77.2,0.274509803922,0.353675294118,0.683921568627,0.117891764706,40547.6675,96.10717945,55321.09793,152.6791824,0.0037,-6.15e-05,0.119033333,0.085,-0.000615385,1.5585,Default,0,0
33,16000,36,16.29,564.81,15.0,MORTGAGE,95000.0,Not Verified,debt_consolidation,0.211044421053,0.0,1.0,9.0,0.0,11368,75.3,0.168421052632,0.214033263158,0.119663157895,0.0713444210526,33310.92333,84.12001824,40899.87345,155.1670895,0.0039,-0.000298901,0.1206,0.082,-0.001835165,1.657,Default,0,0
34,4000,36,17.27,143.15,3.0,RENT,40000.0,Source Verified,debt_consolidation,0.228345,0.0,1.0,6.0,0.0,5314,90.1,0.1,0.128835,0.13285,0.042945,33226.345,83.71562275,40752.66698,158.4134318,0.0043,-0.000497253,0.121533333,0.08,-0.001554945,1.9825,Default,0,0
35,12000,36,14.09,410.66,15.0,MORTGAGE,47066.0,Verified,debt_consolidation,0.388002332894,0.0,2.0,14.0,0.0,11632,78.1,0.254961118429,0.314106998683,0.247142310798,0.104702332894,35556.50417,52.59185901,44973.78173,-60.05314429,0.0035,-5.33e-05,0.118966667,0.104,-0.001703297,1.6225,Default,0,0
36,1000,36,14.65,34.5,5.0,RENT,18408.0,Not Verified,major_purchase,0.0824902216428,0.0,2.0,3.0,1.0,2510,83.7,0.0543242068666,0.0674706649283,0.136353759235,0.0224902216428,47494.8225,124.5435257,57452.02196,185.9233643,0.0039,-0.000792308,0.123533333,0.089,-0.000637363,1.9595,Default,0,0
37,24300,36,21.48,921.51,15.0,RENT,67000.0,Verified,debt_consolidation,0.248846567164,0.0,3.0,12.0,0.0,12653,64.9,0.362686567164,0.495139701493,0.188850746269,0.165046567164,41316.085,186.0169643,55401.29084,136.0975315,0.0039,-0.000298901,0.1206,0.102,-0.00121978,1.657,Default,0,0
38,10000,36,12.12,332.72,15.0,MORTGAGE,50000.0,Not Verified,credit_card,0.2569528,1.0,0.0,21.0,0.0,24820,42.8,0.2,0.2395584,0.4964,0.0798528,32425.65,87.32043951,40645.92196,68.92412242,0.0034,-3.79e-05,0.119266667,0.078,-0.000675824,1.497,Default,0,0
39,20000,36,12.69,670.9,4.0,RENT,102000.0,Verified,debt_consolidation,0.148729411765,0.0,1.0,12.0,0.0,17081,53.5,0.196078431373,0.236788235294,0.167460784314,0.0789294117647,47750.7075,125.818141,57746.84273,212.691389,0.0038,-0.000834615,0.1234,0.098,-0.000252747,1.816,Default,0,0
40,10575,36,12.12,351.85,6.0,RENT,45000.0,Not Verified,debt_consolidation,0.350826666667,0.0,0.0,9.0,0.0,15876,79.8,0.235,0.28148,0.3528,0.0938266666667,37369.315,32.13021973,39705.10705,98.42705495,0.0037,-6.15e-05,0.119033333,0.081,-0.000631868,1.5585,Default,0,0
41,10625,36,13.11,358.57,6.0,RENT,45000.0,Not Verified,credit_card,0.242818666667,0.0,0.0,11.0,0.0,8304,50.3,0.236111111111,0.286856,0.184533333333,0.0956186666667,41688.53917,183.9222803,55773.59669,165.9571234,0.0037,-1.37e-05,0.1195,0.104,-0.001043956,1.4105,Default,0,0
42,23850,36,16.77,847.6,2.0,MORTGAGE,60000.0,Verified,debt_consolidation,0.39792,0.0,2.0,10.0,0.0,20879,95.8,0.3975,0.50856,0.347983333333,0.16952,36815.15583,192.8226281,44861.93342,279.2635176,0.0038,-0.000834615,0.1234,0.056,-0.000225275,1.816,Default,0,0
43,5000,36,8.9,158.77,2.0,RENT,22000.0,Not Verified,debt_consolidation,0.341901818182,0.0,0.0,8.0,0.0,4309,82.9,0.227272727273,0.259805454545,0.195863636364,0.0866018181818,49015.96,186.5791666,65439.04884,255.5538888,0.0033,-9.78e-05,0.119866667,0.069,-0.000296703,1.4605,Default,0,0
44,16400,36,13.98,560.36,5.0,OWN,54996.0,Verified,debt_consolidation,0.346169255946,0.0,0.0,11.0,0.0,22318,45.1,0.29820350571,0.366807767838,0.405811331733,0.122269255946,38127.185,57.49642857,53384.69319,153.5809823,0.0057,-0.000704396,0.1349,0.119,0.000131868,2.417,Default,0,0
45,8000,36,7.66,249.44,4.0,RENT,37000.0,Not Verified,vacation,0.146399459459,0.0,0.0,9.0,0.0,6360,30.7,0.216216216216,0.242698378378,0.171891891892,0.0808994594595,43558.88,112.0615019,62853.02797,9.966461099,0.0117,-0.00035,0.1325,0.082,-0.000104396,3.328,Default,0,1
46,11200,36,13.23,378.62,7.0,RENT,34800.0,Not Verified,debt_consolidation,0.20125862069,0.0,0.0,10.0,0.0,7579,41.2,0.32183908046,0.391675862069,0.217787356322,0.13055862069,40511.1425,58.4964011,52860.70463,96.55136038,0.0117,-0.000252198,0.137566667,0.072,0.000483516,2.9495,Default,0,0
47,9000,36,12.12,299.45,2.0,RENT,50000.0,Source Verified,debt_consolidation,0.262668,0.0,0.0,8.0,0.0,10335,69.8,0.18,0.215604,0.2067,0.071868,46229.2175,97.52680396,56177.19214,95.55837912,0.0043,-0.000497253,0.121533333,0.065,-0.000346154,1.9825,Default,0,0
48,6000,36,8.9,190.52,4.0,MORTGAGE,71000.0,Verified,debt_consolidation,0.17030056338,0.0,0.0,14.0,0.0,6953,67.5,0.0845070422535,0.0966016901408,0.0979295774648,0.0322005633803,36998.12333,97.73806769,38539.57804,-32.46228786,0.0035,-0.000238462,0.123066667,0.099,-0.000818681,2.0555,Default,0,1
49,25000,36,19.13,918.02,9.0,MORTGAGE,148000.0,Verified,credit_card,0.259834054054,1.0,1.0,9.0,0.0,46031,77.4,0.168918918919,0.223302162162,0.31102027027,0.0744340540541,31494.53333,-59.81913923,38308.70085,-156.2348276,0.0132,0.000218132,0.136,0.107,0.003164835,3.2395,Default,0,0
50,6000,36,6.91,185.02,6.0,MORTGAGE,26400.0,Verified,debt_consolidation,0.1768,0.0,0.0,2.0,0.0,1605,43.4,0.227272727273,0.2523,0.0607954545455,0.0841,38555.21,91.0,53606.6625,203.5414395,0.0103,-0.00071044,0.134333333,0.126,-0.000214286,3.1915,Default,0,1
51,1200,36,7.29,37.22,4.0,RENT,19200.0,Source Verified,house,0.2782625,0.0,0.0,8.0,0.0,0,0.0,0.0625,0.0697875,0.0,0.0232625,30967.2625,92.81781132,38957.77141,68.70085989,0.0121,-0.000131319,0.1307,0.091,-9.34e-05,3.3115,Default,0,1
52,10000,36,13.11,337.47,6.0,OWN,50000.0,Not Verified,credit_card,0.3154928,0.0,0.0,8.0,0.0,16060,85.0,0.2,0.2429784,0.3212,0.0809928,37607.8675,118.7843864,47809.39647,168.7663932,0.0043,-0.000497253,0.121533333,0.07,-0.000324176,1.9825,Default,0,0
53,15875,36,15.31,552.73,5.0,OWN,40000.0,Source Verified,debt_consolidation,0.391119,0.0,0.0,9.0,0.0,19802,66.4,0.396875,0.497457,0.49505,0.165819,41680.02833,171.8952106,56120.31773,175.9700554,0.0034,-3.79e-05,0.119266667,0.096,-0.001148352,1.497,Default,0,0
54,2100,60,13.61,48.44,4.0,MORTGAGE,48000.0,Not Verified,car,0.19711,0.0,0.0,10.0,0.0,42720,23.1,0.04375,0.06055,0.89,0.01211,37796.52,74.6475,46494.14255,130.6274934,0.0098,-0.000303297,0.136733333,0.087,0.000571429,2.758,Default,0,0
55,11000,36,11.14,360.86,7.0,MORTGAGE,83000.0,Not Verified,home_improvement,0.22137253012,0.0,2.0,20.0,1.0,734,2.5,0.132530120482,0.156517590361,0.00884337349398,0.0521725301205,33072.68,175.5291666,37933.63065,51.89542115,0.0033,-9.78e-05,0.119866667,0.081,-0.000428571,1.4605,Default,0,0
56,5000,36,17.27,178.94,15.0,MORTGAGE,65000.0,Not Verified,home_improvement,0.241235076923,1.0,1.0,9.0,0.0,6964,86.0,0.0769230769231,0.0991052307692,0.107138461538,0.0330350769231,37326.265,18.53756418,39854.7421,74.3348033,0.0035,-5.33e-05,0.118966667,0.079,-0.000736264,1.6225,Default,0,0
57,3000,36,11.89,99.5,4.0,MORTGAGE,47000.0,Verified,debt_consolidation,0.271304255319,0.0,1.0,18.0,1.0,62265,68.5,0.063829787234,0.0762127659574,1.32478723404,0.0254042553191,31570.42667,-79.26466099,38036.48417,-318.7679846,0.0176,-0.001386264,0.1345,0.101,0.002928571,3.334,Default,0,0
58,26000,36,16.29,917.81,15.0,MORTGAGE,124000.0,Verified,debt_consolidation,0.199120322581,1.0,1.0,10.0,0.0,58635,62.9,0.209677419355,0.266460967742,0.472862903226,0.0888203225806,45511.73667,87.33710626,68019.18042,359.9400844,0.0036,-4.34e-05,0.1188,0.077,-0.000659341,1.5575,Default,0,0
59,10000,36,8.49,315.63,15.0,MORTGAGE,72000.0,Verified,debt_consolidation,0.158405,1.0,0.0,9.0,0.0,52988,49.6,0.138888888889,0.157815,0.735944444444,0.052605,40890.26,275.5841666,51275.56711,444.7283721,0.0068,0.000102198,0.124833333,0.043,0.000186813,2.9165,Default,0,1
60,4500,36,14.65,155.23,2.0,RENT,72000.0,Not Verified,debt_consolidation,0.119171666667,0.0,0.0,7.0,0.0,3198,94.1,0.0625,0.077615,0.0444166666667,0.0258716666667,41506.5675,188.9064286,55525.39279,149.2812176,0.0039,-0.000159341,0.120233333,0.106,-0.001423077,1.5245,Default,0,0
61,4000,36,11.14,131.23,8.0,RENT,48000.0,Not Verified,debt_consolidation,0.2308075,0.0,2.0,6.0,0.0,2347,36.1,0.0833333333333,0.0984225,0.0488958333333,0.0328075,41688.53917,183.9222803,55773.59669,165.9571234,0.0037,-1.37e-05,0.1195,0.104,-0.001043956,1.4105,Default,0,0
62,10000,36,15.58,349.51,3.0,RENT,65000.0,Source Verified,debt_consolidation,0.158324923077,0.0,1.0,8.0,0.0,3358,30.8,0.153846153846,0.193574769231,0.0516615384615,0.0645249230769,42521.95333,96.58922165,62830.82702,301.9364257,0.0117,-0.000252198,0.137566667,0.084,0.000148352,2.9495,Default,0,0
63,5000,36,11.86,165.74,2.0,MORTGAGE,85000.0,Verified,home_improvement,0.116398588235,0.0,0.0,14.0,1.0,15833,82.9,0.0588235294118,0.0701957647059,0.186270588235,0.0233985882353,31615.04167,13.25234434,42320.46866,27.96423473,0.0074,-0.000545604,0.1354,0.105,0.000148352,2.339,Default,0,0
64,1500,36,17.99,54.23,5.0,RENT,18564.0,Not Verified,other,0.125154945055,0.0,0.0,4.0,0.0,4769,95.4,0.0808015513898,0.105164835165,0.256895065719,0.0350549450549,41266.17,144.4025549,54349.42497,112.4969448,0.0039,-0.000298901,0.1206,0.053,-0.000725275,1.657,Default,0,0
65,10000,36,14.33,343.39,3.0,RENT,56000.0,Not Verified,debt_consolidation,0.273983571429,0.0,1.0,11.0,0.0,13030,65.1,0.178571428571,0.220750714286,0.232678571429,0.0735835714286,43342.46,37.065,54407.45007,24.76132852,0.0039,-4.78e-05,0.119133333,0.064,-0.000565934,1.808,Default,0,0
66,10000,36,10.65,325.74,15.0,RENT,47000.0,Source Verified,debt_consolidation,0.265767659574,0.0,0.0,8.0,0.0,13051,77.7,0.212765957447,0.249502978723,0.277680851064,0.0831676595745,34048.9425,115.0163462,45261.66932,62.60828835,0.0038,-0.000834615,0.1234,0.099,-0.000538462,1.816,Default,0,0
67,5000,36,9.76,160.78,1.0,MORTGAGE,45000.0,Not Verified,educational,0.0428746666667,0.0,4.0,3.0,0.0,0,0.0,0.111111111111,0.128624,0.0,0.0428746666667,31874.60667,77.74187725,47344.08982,215.1954765,0.018,-0.002522527,0.122733333,0.06,0.000692308,1.955,Default,0,0
68,9450,36,18.49,343.97,5.0,RENT,28000.0,Not Verified,debt_consolidation,0.264015714286,0.0,0.0,9.0,0.0,5712,62.8,0.3375,0.442247142857,0.204,0.147415714286,39543.44167,152.8201878,55462.52924,175.6051463,0.0034,-3.79e-05,0.119266667,0.064,-0.000653846,1.497,Default,0,0
69,5600,36,14.22,192.0,5.0,MORTGAGE,66000.0,Not Verified,wedding,0.283109090909,0.0,0.0,11.0,0.0,7649,59.3,0.0848484848485,0.104727272727,0.115893939394,0.0349090909091,31344.27,-12.81478022,41507.34579,-31.37365203,0.0151,1.15e-05,0.1412,0.104,0.001120879,3.5855,Default,0,0
70,3500,36,13.48,118.74,0.5,RENT,18000.0,Not Verified,other,0.12586,0.0,0.0,3.0,0.0,2394,85.5,0.194444444444,0.23748,0.133,0.07916,31501.80667,-21.52919418,38179.95738,-19.87592368,0.0151,1.15e-05,0.1412,0.104,0.001478022,3.5855,Default,0,0
71,17000,36,12.84,571.51,15.0,MORTGAGE,26000.0,Verified,wedding,0.341773846154,0.0,7.0,13.0,0.0,77929,8.3,0.653846153846,0.791321538462,2.99726923077,0.263773846154,32259.95,-12.22416659,41211.43483,-176.4726943,0.0155,-0.000992308,0.1358,0.107,0.004230769,3.3205,Default,0,0
72,25000,60,18.67,643.99,8.0,RENT,101004.0,Verified,debt_consolidation,0.284910633242,0.0,0.0,12.0,0.0,30904,87.8,0.247514949903,0.382553166211,0.305968080472,0.0765106332422,45508.49917,58.79645615,56047.03229,37.70066368,0.0078,-0.000458242,0.1359,0.093,2.2e-05,2.543,Default,0,0
73,15000,36,10.62,488.4,3.0,RENT,75000.0,Not Verified,credit_card,0.155244,0.0,1.0,6.0,0.0,980,29.77,0.2,0.234432,0.0130666666667,0.078144,34959.62,31.80704203,43783.316,115.5718545,0.0151,1.15e-05,0.1412,0.103,0.001054945,3.5855,Default,0,0
74,2200,36,16.29,77.67,7.0,RENT,57000.0,Not Verified,major_purchase,0.169151578947,0.0,1.0,11.0,0.0,10262,86.2,0.0385964912281,0.0490547368421,0.180035087719,0.0163515789474,47622.765,125.1808333,57599.43235,207.8739363,0.0036,-0.000841758,0.123466667,0.096,-0.000637363,1.7975,Default,0,0
75,5175,36,12.18,172.33,3.0,RENT,15000.0,Not Verified,debt_consolidation,0.269064,0.0,0.0,7.0,0.0,6947,53.4,0.345,0.413592,0.463133333333,0.137864,34802.23333,-94.66348451,38435.64924,-170.9372812,0.0148,-0.000186264,0.136733333,0.111,0.003675824,3.2185,Default,0,0
76,15000,36,13.11,506.21,4.0,MORTGAGE,62000.0,Verified,credit_card,0.279376129032,0.0,2.0,7.0,1.0,11710,86.7,0.241935483871,0.293928387097,0.188870967742,0.0979761290323,48488.91,49.36875,64893.64567,64.6176894,0.0039,-4.78e-05,0.119133333,0.076,-0.000258242,1.808,Default,0,0
77,17000,36,16.29,600.11,6.0,MORTGAGE,48755.0,Verified,debt_consolidation,0.476804235463,0.0,0.0,17.0,0.0,11515,82.2,0.348682186442,0.443112706389,0.236180904523,0.147704235463,32409.49,46.3466667,41062.60182,4.601079286,0.0039,-4.78e-05,0.119133333,0.089,-0.00067033,1.808,Default,0,0
78,7500,36,7.05,231.75,1.0,RENT,12720.0,Not Verified,car,0.218632075472,0.0,3.0,7.0,0.0,0,0.0,0.589622641509,0.655896226415,0.0,0.218632075472,35062.90833,-36.34576934,38589.23339,-77.13715467,0.0138,0.000247253,0.1382,0.111,0.002318681,3.459,Default,0,0
79,28000,36,9.76,900.33,9.0,MORTGAGE,140000.0,Source Verified,debt_consolidation,0.280371142857,0.0,5.0,16.0,0.0,20939,22.0,0.2,0.231513428571,0.149564285714,0.0771711428571,40203.11,114.6934065,55344.16898,265.8135133,0.0043,-0.000497253,0.121533333,0.083,-0.000758242,1.9825,Default,0,0
80,8975,36,17.77,323.44,9.0,RENT,26000.0,Verified,credit_card,0.38228,0.0,3.0,10.0,0.0,4045,31.9,0.345192307692,0.44784,0.155576923077,0.14928,40906.81333,121.7361172,49292.04551,83.84863099,0.0034,-3.79e-05,0.119266667,0.075,0.000483516,1.497,Default,0,0
81,24000,36,10.74,782.78,1.0,MORTGAGE,80000.0,Verified,debt_consolidation,0.407217,0.0,0.0,6.0,0.0,47505,93.7,0.3,0.352251,0.5938125,0.117417,32417.24667,97.20129126,42362.10503,76.48084841,0.0117,-0.00035,0.1325,0.1,0.000142857,3.328,Default,0,1
82,10400,36,18.25,377.3,6.0,MORTGAGE,110000.0,Not Verified,credit_card,0.17816,0.0,3.0,10.0,0.0,15802,86.3,0.0945454545455,0.12348,0.143654545455,0.04116,35875.30667,137.0071246,43998.11299,120.0022015,0.0039,-0.000159341,0.120233333,0.07,-0.001637363,1.5245,Default,0,0
83,10000,36,13.11,337.47,2.0,RENT,40400.0,Source Verified,credit_card,0.284438613861,0.0,0.0,13.0,0.0,12815,75.8,0.247524752475,0.300715841584,0.317202970297,0.100238613861,48269.64333,172.2945969,64513.95504,171.1192719,0.0051,-0.000652747,0.122466667,0.068,-0.000527473,2.018,Default,0,0
